cities,population
Saint-Sever-de-Rustan,851930
Saint-Sever-de-Saintonge,1931939
Saint-Sever-du-Moustier,1953164
Saint-Séverin,1541872
Saint-Séverin-d'Estissac,1455099
Saint-Séverin-sur-Boutonne,1030917
Saint-Siffret,1173299
Saint-Sigismond,2612670
Saint-Sigismond,1634676
Saint-Sigismond,1014710
Saint-Sigismond,1038098
Saint-Sigismond-de-Clermont,1739255
Saint-Silvain-Bas-le-Roc,1414282
Saint-Silvain-Bellegarde,960728
Saint-Silvain-Montaigut,709292
Saint-Silvain-sous-Toulx,1707464
Saint-Siméon,690021
Saint-Siméon,1664234
Saint-Siméon,2665941
Saint-Siméon-de-Bressieux,2424606
Saint-Simeux,2099841
Saint-Simon,2780440
Saint-Simon,1902004
Saint-Simon,2108974
Saint-Simon,553931
Saint-Simon-de-Bordes,2220616
Saint-Simon-de-Pellouaille,2752619
Saint-Sixt,2790567
Saint-Sixte,930659
Saint-Sixte,1686237
Saint-Solve,93256
Saint-Sorlin,107708
Saint-Sorlin-d'Arves,755885
Saint-Sorlin-de-Conac,2723088
Saint-Sorlin-de-Morestel,75265
Saint-Sorlin-de-Vienne,2242687
Saint-Sorlin-en-Bugey,2570021
Saint-Sorlin-en-Valloire,2010919
Saint-Sornin,1272255
Saint-Sornin,2749822
Saint-Sornin,56882
Saint-Sornin-la-Marche,1949033
Saint-Sornin-Lavolps,719362
Saint-Sornin-Leulac,2388554
Saint-Soulan,264815
Saint-Souplet,550319
Saint-Souplet-sur-Py,1722314
Saint-Soupplets,412190
Saint-Sozy,307473
Saint-Stail,2555174
Saint-Suliac,2432901
Saint-Sulpice,1881320
Saint-Sulpice,75618
Saint-Sulpice,344782
Saint-Sulpice,462089
Saint-Sulpice,1624705
Saint-Sulpice,2148610
Saint-Sulpice,2448659
Saint-Sulpice,2264052
Saint-Sulpice,2476574
Saint-Sulpice,1706969
Saint-Sulpice-d'Arnoult,1429951
Saint-Sulpice-d'Excideuil,1075495
Saint-Sulpice-de-Cognac,246470
Saint-Sulpice-de-Faleyrens,188848
Saint-Sulpice-de-Favières,1207923
Saint-Sulpice-de-Grimbouville,2189388
Saint-Sulpice-de-Guilleragues,989996
Saint-Sulpice-de-Mareuil,1420057
Saint-Sulpice-de-Pommeray,674717
Saint-Sulpice-de-Pommiers,2335508
Saint-Sulpice-de-Roumagnac,1223375
Saint-Sulpice-de-Royan,1210216
Saint-Sulpice-de-Ruffec,1981034
Saint-Sulpice-des-Landes,1195096
Saint-Sulpice-des-Landes,601755
Saint-Sulpice-des-Rivoires,23980
Saint-Sulpice-en-Pareds,2484563
Saint-Sulpice-et-Cameyrac,1560750
Saint-Sulpice-la-Forêt,159301
Saint-Sulpice-Laurière,1033754
Saint-Sulpice-le-Dunois,2682175
Saint-Sulpice-le-Guérétois,483333
Saint-Sulpice-le-Verdon,90563
Saint-Sulpice-les-Bois,702054
Saint-Sulpice-les-Champs,2723691
Saint-Sulpice-les-Feuilles,203698
Saint-Sulpice-sur-Lèze,1889334
Saint-Sulpice-sur-Risle,763219
Saint-Supplet,2502961
Saint-Sylvain,287099
Saint-Sylvain,2689054
Saint-Sylvain,2120260
Saint-Sylvain-d'Anjou,1413713
Saint-Sylvestre,2521211
Saint-Sylvestre,1630752
Saint-Sylvestre,2658403
Saint-Sylvestre-Cappel,1288622
Saint-Sylvestre-de-Cormeilles,2631071
Saint-Sylvestre-Pragoulin,1489558
Saint-Sylvestre-sur-Lot,647576
Saint-Symphorien,2712999
Saint-Symphorien,2265201
Saint-Symphorien,2053896
Saint-Symphorien,1023996
Saint-Symphorien,272008
Saint-Symphorien,169542
Saint-Symphorien-d'Ancelles,1511084
Saint-Symphorien-d'Ozon,95740
Saint-Symphorien-de-Lay,2156328
Saint-Symphorien-de-Mahun,2021114
Saint-Symphorien-de-Marmagne,2556010
Saint-Symphorien-de-Thénières,2334391
Saint-Symphorien-des-Bois,1545279
Saint-Symphorien-des-Bruyères,2291467
Saint-Symphorien-des-Monts,593729
Saint-Symphorien-le-Château,882986
Saint-Symphorien-le-Valois,142816
Saint-Symphorien-sous-Chomérac,124437
Saint-Symphorien-sur-Coise,982271
Saint-Symphorien-sur-Couze,2480931
Saint-Symphorien-sur-Saône,2469190
Saint-Thégonnec,1341252
Saint-Thélo,1734063
Saint-Théodorit,2648616
Saint-Théoffrey,1770982
Saint-Thibaud-de-Couz,2220038
Saint-Thibault,946139
Saint-Thibault,57046
Saint-Thibault,1868091
Saint-Thibault-des-Vignes,1102483
Saint-Thibaut,825176
Saint-Thibéry,1728252
Saint-Thiébaud,568963
Saint-Thiébault,547231
Saint-Thierry,1349920
Saint-Thois,1960086
Saint-Thomas,1160588
Saint-Thomas,2523681
Saint-Thomas-de-Conac,1499144
Saint-Thomas-de-Courceriers,188396
Saint-Thomas-en-Argonne,2080003
Saint-Thomas-en-Royans,1949667
Saint-Thomas-la-Garde,197007
Saint-Thomé,2319054
Saint-Thonan,722182
Saint-Thual,432867
Saint-Thurial,1601675
Saint-Thuriau,625366
Saint-Thurien,819590
Saint-Thurien,1180458
Saint-Thurin,2359835
Saint-Tricat,2033774
Saint-Trimoël,1632885
Saint-Trinit,2246159
Saint-Trivier-de-Courtes,691965
Saint-Trivier-sur-Moignans,1497633
Saint-Trojan,910484
Saint-Trojan-les-Bains,350635
Saint-Tropez,2398235
Saint-Tugdual,2691179
Saint-Ulphace,1646386
Saint-Ulrich,2750439
Saint-Uniac,2031933
Saint-Urbain,2084487
Saint-Urbain,1429959
Saint-Urbain-Maconcourt,2666673
Saint-Urcisse,235271
Saint-Urcisse,593243
Saint-Urcize,1463546
Saint-Usage,1648886
Saint-Usage,2011220
Saint-Usuge,2003576
Saint-Utin,1164145
Saint-Uze,1678336
Saint-Vaast-d'Équiqueville,2544093
Saint-Vaast-de-Longmont,628404
Saint-Vaast-Dieppedalle,4192
Saint-Vaast-du-Val,2485230
Saint-Vaast-en-Auge,2023860
Saint-Vaast-en-Cambrésis,731836
Saint-Vaast-en-Chaussée,1603975
Saint-Vaast-la-Hougue,309868
Saint-Vaast-lès-Mello,133581
Saint-Vaast-sur-Seulles,1482693
Saint-Vaize,742090
Saint-Valbert,312756
Saint-Valentin,2186089
Saint-Valérien,1165445
Saint-Valérien,1363402
Saint-Valery,2509535
Saint-Valery-en-Caux,622925
Saint-Valery-sur-Somme,1454644
Saint-Vallerin,555044
Saint-Vallier,1202396
Saint-Vallier,1763259
Saint-Vallier,2097080
Saint-Vallier,2242220
Saint-Vallier-de-Thiey,887
Saint-Vallier-sur-Marne,1223943
Saint-Varent,1386180
Saint-Vaury,1722549
Saint-Venant,1146563
Saint-Vénérand,1460511
Saint-Vérain,1811494
Saint-Véran,1948200
Saint-Vérand,547955
Saint-Vérand,2227394
Saint-Vérand,1478808
Saint-Vert,154496
Saint-Viance,793774
Saint-Viâtre,1401250
Saint-Viaud,1565198
Saint-Victeur,1657174
Saint-Victor,276614
Saint-Victor,2736600
Saint-Victor,343985
Saint-Victor,2509439
Saint-Victor-d'Épine,1248891
Saint-Victor-de-Buthon,1370194
Saint-Victor-de-Cessieu,1296043
Saint-Victor-de-Chrétienville,374604
Saint-Victor-de-Malcap,1502995
Saint-Victor-de-Morestel,1713198
Saint-Victor-de-Réno,299779
Saint-Victor-des-Oules,2780956
Saint-Victor-en-Marche,1393619
Saint-Victor-et-Melvieu,590128
Saint-Victor-l'Abbaye,2383298
Saint-Victor-la-Coste,2288896
Saint-Victor-la-Rivière,1366529
Saint-Victor-Malescours,1130563
Saint-Victor-Montvianeix,1204234
Saint-Victor-Rouzaud,826074
Saint-Victor-sur-Arlanc,1052283
Saint-Victor-sur-Avre,1677348
Saint-Victor-sur-Ouche,1503561
Saint-Victor-sur-Rhins,2578069
Saint-Victoret,2653091
Saint-Victour,726190
Saint-Victurnien,588028
Saint-Vidal,2118432
Saint-Vigor,2677716
Saint-Vigor-d'Ymonville,837058
Saint-Vigor-des-Mézerets,2673629
Saint-Vigor-des-Monts,2768559
Saint-Vigor-le-Grand,1211151
Saint-Vincent,2135897
Saint-Vincent,2073022
Saint-Vincent,464041
Saint-Vincent,1872849
Saint-Vincent,999736
Saint-Vincent-Bragny,2490779
Saint-Vincent-Cramesnil,247271
Saint-Vincent-d'Olargues,1935489
Saint-Vincent-de-Barbeyrargues,1349638
Saint-Vincent-de-Barrès,885397
Saint-Vincent-de-Boisset,1265219
Saint-Vincent-de-Connezac,1266815
Saint-Vincent-de-Cosse,218183
Saint-Vincent-de-Durfort,1132961
Saint-Vincent-de-Lamontjoie,1025567
Saint-Vincent-de-Mercuze,929100
Saint-Vincent-de-Paul,1076171
Saint-Vincent-de-Paul,1875249
Saint-Vincent-de-Pertignas,286551
Saint-Vincent-de-Reins,2585626
Saint-Vincent-de-Salers,2318518
Saint-Vincent-de-Tyrosse,892384
Saint-Vincent-des-Bois,2119310
Saint-Vincent-des-Landes,1268646
Saint-Vincent-des-Prés,1105532
Saint-Vincent-des-Prés,2397427
Saint-Vincent-du-Boulay,2352184
Saint-Vincent-du-Lorouër,1208195
Saint-Vincent-du-Pendit,2314958
Saint-Vincent-en-Bresse,1250527
Saint-Vincent-Jalmoutiers,2064517
Saint-Vincent-la-Châtre,2526757
Saint-Vincent-la-Commanderie,719779
Saint-Vincent-le-Paluel,1040321
Saint-Vincent-les-Forts,2121454
Saint-Vincent-Lespinasse,1762527
Saint-Vincent-Rive-d'Olt,1375272
Saint-Vincent-Sterlanges,2074768
Saint-Vincent-sur-Graon,1250913
Saint-Vincent-sur-Jabron,2277274
Saint-Vincent-sur-Jard,676168
Saint-Vincent-sur-l'Isle,847362
Saint-Vincent-sur-Oust,1242259
Saint-Vit,508548
Saint-Vital,675730
Saint-Vite,495747
Saint-Vitte,2542928
Saint-Vitte-sur-Briance,1148028
Saint-Vivien,2606252
Saint-Vivien,2711818
Saint-Vivien-de-Blaye,755044
Saint-Vivien-de-Médoc,2473065
Saint-Vivien-de-Monségur,1761245
Saint-Voir,1846821
Saint-Vougay,2033835
Saint-Vrain,2306695
Saint-Vrain,821154
Saint-Vran,31449
Saint-Vulbas,1224226
Saint-Waast,580265
Saint-Wandrille-Rançon,1876572
Saint-Witz,221483
Saint-Xandre,853068
Saint-Yaguen,1647282
Saint-Yan,588713
Saint-Ybard,829490
Saint-Ybars,2492628
Saint-Yon,862090
Saint-Yorre,2339351
Saint-Yrieix-la-Montagne,1297539
Saint-Yrieix-la-Perche,1461227
Saint-Yrieix-le-Déjalat,180465
Saint-Yrieix-les-Bois,1662101
Saint-Yrieix-sous-Aixe,772116
Saint-Yrieix-sur-Charente,533102
Saint-Ythaire,1746853
Saint-Yvi,211677
Saint-Yvoine,688208
Saint-Yzan-de-Soudiac,1365837
Saint-Yzans-de-Médoc,1794883
Saint-Zacharie,1814954
Sainte-Adresse,550094
Sainte-Agathe,1961662
Sainte-Agathe-d'Aliermont,2245107
Sainte-Agathe-en-Donzy,1442906
Sainte-Agathe-la-Bouteresse,2313255
Sainte-Agnès,1888411
Sainte-Agnès,674437
Sainte-Agnès,1166551
Sainte-Alauzie,945701
Sainte-Alvère,1758388
Sainte-Anastasie,2533590
Sainte-Anastasie,868209
Sainte-Anastasie-sur-Issole,1553744
Sainte-Anne,1659813
Sainte-Anne,1350763
Sainte-Anne,2058643
Sainte-Anne-d'Auray,2268215
Sainte-Anne-Saint-Priest,2099105
Sainte-Anne-sur-Brivet,940702
Sainte-Anne-sur-Gervonde,1951194
Sainte-Anne-sur-Vilaine,1220746
Sainte-Aulde,2690646
Sainte-Aurence-Cazaux,411747
Sainte-Austreberthe,1663997
Sainte-Austreberthe,257957
Sainte-Barbe,192688
Sainte-Barbe,1986988
Sainte-Barbe-sur-Gaillon,1950760
Sainte-Bazeille,510737
Sainte-Beuve-en-Rivière,2476813
Sainte-Blandine,936231
Sainte-Blandine,1902885
Sainte-Brigitte,2615032
Sainte-Camelle,771689
Sainte-Catherine,1976339
Sainte-Catherine,832676
Sainte-Catherine,224526
Sainte-Catherine-de-Fierbois,136318
Sainte-Cécile,1504274
Sainte-Cécile,1794038
Sainte-Cécile,1449805
Sainte-Cécile,852435
Sainte-Cécile-d'Andorge,1139308
Sainte-Cécile-du-Cayrou,856061
Sainte-Cécile-les-Vignes,2639029
Sainte-Céronne-lès-Mortagne,2076148
Sainte-Cérotte,2135306
Sainte-Christie,2333883
Sainte-Christie-d'Armagnac,2570021
Sainte-Christine,92160
Sainte-Christine,766480
Sainte-Colombe,1706691
Sainte-Colombe,1874253
Sainte-Colombe,778406
Sainte-Colombe,2219525
Sainte-Colombe,619957
Sainte-Colombe,2547407
Sainte-Colombe,868093
Sainte-Colombe,1287592
Sainte-Colombe,2708746
Sainte-Colombe,375631
Sainte-Colombe,2308314
Sainte-Colombe,2099927
Sainte-Colombe,1096236
Sainte-Colombe,2434705
Sainte-Colombe-de-Duras,488307
Sainte-Colombe-de-la-Commanderie,2266596
Sainte-Colombe-de-Peyre,2747146
Sainte-Colombe-de-Villeneuve,354686
Sainte-Colombe-des-Bois,281962
Sainte-Colombe-en-Bruilhois,1574366
Sainte-Colombe-la-Commanderie,1939726
Sainte-Colombe-près-Vernon,2105397
Sainte-Colombe-sur-Gand,81975
Sainte-Colombe-sur-Guette,112852
Sainte-Colombe-sur-l'Hers,1546026
Sainte-Colombe-sur-Loing,520073
Sainte-Colombe-sur-Seine,2174123
Sainte-Colome,224529
Sainte-Consorce,783377
Sainte-Croix,1701789
Sainte-Croix,2499310
Sainte-Croix,1087498
Sainte-Croix,1080711
Sainte-Croix,586605
Sainte-Croix,2695919
Sainte-Croix,1635709
Sainte-Croix,2091470
Sainte-Croix-à-Lauze,1254609
Sainte-Croix-aux-Mines,795220
Sainte-Croix-de-Caderle,1614623
Sainte-Croix-de-Mareuil,2184727
Sainte-Croix-de-Quintillargues,1434631
Sainte-Croix-du-Mont,2221844
Sainte-Croix-du-Verdon,2139254
Sainte-Croix-en-Jarez,2709567
Sainte-Croix-en-Plaine,1929635
Sainte-Croix-Grand-Tonne,1955667
Sainte-Croix-Hague,547295
Sainte-Croix-sur-Aizier,2248922
Sainte-Croix-sur-Buchy,2299801
Sainte-Croix-sur-Mer,747849
Sainte-Croix-sur-Orne,1853206
Sainte-Croix-Vallée-Française,356182
Sainte-Croix-Volvestre,1307918
Sainte-Dode,1445552
Sainte-Eanne,1471001
Sainte-Engrâce,1430131
Sainte-Enimie,2624095
Sainte-Eugénie-de-Villeneuve,1406202
Sainte-Eulalie,1997489
Sainte-Eulalie,1026501
Sainte-Eulalie,1389565
Sainte-Eulalie,2247352
Sainte-Eulalie,2021483
Sainte-Eulalie-d'Ans,833131
Sainte-Eulalie-d'Eymet,2183334
Sainte-Eulalie-d'Olt,889406
Sainte-Eulalie-de-Cernon,1462248
Sainte-Eulalie-en-Born,937651
Sainte-Eulalie-en-Royans,2793275
Sainte-Euphémie,180596
Sainte-Euphémie-sur-Ouvèze,1292511
Sainte-Eusoye,2563063
Sainte-Fauste,1333584
Sainte-Féréole,496014
Sainte-Feyre,139686
Sainte-Feyre-la-Montagne,1852431
Sainte-Flaive-des-Loups,2459918
Sainte-Florence,2120121
Sainte-Florence,1118860
Sainte-Florine,878603
Sainte-Foi,160156
Sainte-Fortunade,154397
Sainte-Foy,2159329
Sainte-Foy,390396
Sainte-Foy,1518543
Sainte-Foy,751377
Sainte-Foy-d'Aigrefeuille,2450140
Sainte-Foy-de-Belvès,2763873
Sainte-Foy-de-Longas,2147149
Sainte-Foy-de-Montgommery,569548
Sainte-Foy-de-Peyrolières,1049522
Sainte-Foy-l'Argentière,551531
Sainte-Foy-la-Grande,455828
Sainte-Foy-la-Longue,1058247
Sainte-Foy-lès-Lyon,1234902
Sainte-Foy-Saint-Sulpice,2547167
Sainte-Foy-Tarentaise,2403048
Sainte-Gauburge-Sainte-Colombe,1389735
Sainte-Gemme,549186
Sainte-Gemme,2631770
Sainte-Gemme,2391130
Sainte-Gemme,93070
Sainte-Gemme,1084023
Sainte-Gemme,848866
Sainte-Gemme,1195329
Sainte-Gemme-en-Sancerrois,1536459
Sainte-Gemme-la-Plaine,538689
Sainte-Gemme-Martaillac,1457752
Sainte-Gemme-Moronval,2617306
Sainte-Gemmes,34358
Sainte-Gemmes-d'Andigné,313883
Sainte-Gemmes-le-Robert,2124697
Sainte-Gemmes-sur-Loire,806908
Sainte-Geneviève,2487659
Sainte-Geneviève,2042166
Sainte-Geneviève,2368911
Sainte-Geneviève,731778
Sainte-Geneviève,2331291
Sainte-Geneviève-des-Bois,1108141
Sainte-Geneviève-des-Bois,361926
Sainte-Geneviève-lès-Gasny,2456643
Sainte-Geneviève-sur-Argence,2631044
Sainte-Hélène,2471973
Sainte-Hélène,1942132
Sainte-Hélène,694556
Sainte-Hélène,2462659
Sainte-Hélène,1849749
Sainte-Hélène-Bondeville,1296199
Sainte-Hélène-du-Lac,2144795
Sainte-Hélène-sur-Isère,1734865
Sainte-Hermine,1862534
Sainte-Honorine-de-Ducy,2075862
Sainte-Honorine-des-Pertes,2352056
Sainte-Honorine-du-Fay,2650749
Sainte-Honorine-la-Chardonne,1766456
Sainte-Honorine-la-Guillaume,322028
Sainte-Innocence,2285584
Sainte-Jalle,1203896
Sainte-Jamme-sur-Sarthe,2159847
Sainte-Julie,1908263
Sainte-Juliette,1245469
Sainte-Juliette-sur-Viaur,1774603
Sainte-Léocadie,1638331
Sainte-Lheurine,1835100
Sainte-Livrade,1679559
Sainte-Livrade-sur-Lot,1925237
Sainte-Lizaigne,1889403
Sainte-Luce,1507438
Sainte-Luce-sur-Loire,1025996
Sainte-Lucie-de-Tallano,691831
Sainte-Lunaise,2686466
Sainte-Magnance,2076195
Sainte-Marguerite,2631039
Sainte-Marguerite,2604986
Sainte-Marguerite-d'Elle,2204910
Sainte-Marguerite-de-Carrouges,1965935
Sainte-Marguerite-de-l'Autel,177551
Sainte-Marguerite-de-Viette,1469917
Sainte-Marguerite-des-Loges,1711964
Sainte-Marguerite-en-Ouche,354096
Sainte-Marguerite-Lafigère,1101324
Sainte-Marguerite-sur-Duclair,789181
Sainte-Marguerite-sur-Fauville,943001
Sainte-Marguerite-sur-Mer,1950894
Sainte-Marie,1531217
Sainte-Marie,2346064
Sainte-Marie,1399171
Sainte-Marie,1164082
Sainte-Marie,2169507
Sainte-Marie,2104358
Sainte-Marie,1329774
Sainte-Marie,319844
Sainte-Marie,1371514
Sainte-Marie-à-Py,1547755
Sainte-Marie-au-Bosc,1390583
Sainte-Marie-aux-Chênes,415933
Sainte-Marie-aux-Mines,2710291
Sainte-Marie-Cappel,287936
Sainte-Marie-d'Alloix,1102762
Sainte-Marie-d'Alvey,2114846
Sainte-Marie-de-Chignac,1823349
Sainte-Marie-de-Cuines,1891377
Sainte-Marie-de-Gosse,1660663
Sainte-Marie-de-Ré,2132883
Sainte-Marie-de-Vatimesnil,1553919
Sainte-Marie-de-Vaux,32629
Sainte-Marie-des-Champs,1326431
Sainte-Marie-du-Bois,1694661
Sainte-Marie-du-Bois,2576641
Sainte-Marie-du-Lac-Nuisement,569235
Sainte-Marie-du-Mont,1893179
Sainte-Marie-du-Mont,958198
Sainte-Marie-en-Chanois,2502408
Sainte-Marie-en-Chaux,1372255
Sainte-Marie-Kerque,2030093
Sainte-Marie-la-Blanche,2605031
Sainte-Marie-la-Robert,2534683
Sainte-Marie-Lapanouze,1940836
Sainte-Marie-Laumont,401180
Sainte-Marie-Outre-l'Eau,2453837
Sainte-Marie-sur-Ouche,2519029
Sainte-Marthe,2163532
Sainte-Marthe,1917304
Sainte-Maure,477777
Sainte-Maure-de-Peyriac,1990985
Sainte-Maure-de-Touraine,182361
Sainte-Maxime,1975061
Sainte-Même,831957
Sainte-Menehould,959825
Sainte-Mère,2538059
Sainte-Mère-Église,1900111
Sainte-Mesme,53487
Sainte-Mondane,964088
Sainte-Montaine,338925
Sainte-Nathalène,2343481
Sainte-Néomaye,1619021
Sainte-Olive,2425478
Sainte-Opportune,1160469
Sainte-Opportune-du-Bosc,725005
Sainte-Opportune-la-Mare,1283828
Sainte-Orse,1717876
Sainte-Osmane,432098
Sainte-Ouenne,2145444
Sainte-Pallaye,1877393
Sainte-Paule,606102
Sainte-Pazanne,318098
Sainte-Pexine,1743998
Sainte-Pience,1703721
Sainte-Pôle,2288860
Sainte-Preuve,2689064
Sainte-Radegonde,1663097
Sainte-Radegonde,2311631
Sainte-Radegonde,1909281
Sainte-Radegonde,642310
Sainte-Radegonde,1116738
Sainte-Radegonde,2643888
Sainte-Radegonde,1465554
Sainte-Radégonde,1355148
Sainte-Radégonde-des-Noyers,1087783
Sainte-Ramée,866782
Sainte-Reine,76068
Sainte-Reine,1402927
Sainte-Reine-de-Bretagne,1777882
Sainte-Ruffine,2383111
Sainte-Sabine,283715
Sainte-Sabine-Born,1722811
Sainte-Sabine-sur-Longève,2541235
Sainte-Savine,327694
Sainte-Scolasse-sur-Sarthe,529472
Sainte-Segrée,2730775
Sainte-Sève,1318914
Sainte-Sévère,1781118
Sainte-Sévère-sur-Indre,690870
Sainte-Sigolène,240612
Sainte-Solange,1577015
Sainte-Soline,1221178
Sainte-Souline,2517337
Sainte-Soulle,2715088
Sainte-Suzanne,702915
Sainte-Suzanne,1596935
Sainte-Suzanne,2405802
Sainte-Suzanne-sur-Vire,43103
Sainte-Terre,2605395
Sainte-Thérence,2617793
Sainte-Thorette,855630
Sainte-Tréphine,2425579
Sainte-Trie,457360
Sainte-Tulle,2036483
Sainte-Valière,59813
Sainte-Vaubourg,1481554
Sainte-Verge,1453646
Sainte-Vertu,1745647
Sainteny,1629673
Saintes,1857806
Saintes-Maries-de-la-Mer,1037048
Saintines,2028686
Saintry-sur-Seine,1532397
Saints,1981933
Saints,1980842
Saints-Geosmes,2373297
Sainville,1039773
Saires,2540452
Saires-la-Verrerie,1042086
Saissac,1835838
Saisseval,1086246
Saisy,1702349
Saivres,138680
Saix,733115
Saïx,570621
Saizenay,1387817
Saizerais,1350973
Saizy,452360
Sajas,2506056
Salagnac,1798089
Salagnon,2487574
Salaise-sur-Sanne,1051912
Salans,715471
Salasc,558542
Salaunes,242002
Salavas,1211076
Salavre,717764
Salazac,2324670
Salbris,2761173
Saléchan,148936
Saleich,2183559
Saleignes,1836180
Saleilles,2551611
Salency,119319
Salenthal,2726073
Saléon,2030264
Salérans,54270
Salerm,2420625
Salernes,1059061
Salers,609591
Sales,1693268
Salesches,50095
Salettes,1373886
Salettes,491599
Saleux,2272656
Salice,1686855
Saliceto,610943
Saliès,210410
Salies-de-Béarn,966976
Salies-du-Salat,1722061
Salignac,1497442
Salignac,2237730
Salignac-de-Mirambeau,1525144
Salignac-Eyvigues,2701066
Salignac-sur-Charente,325770
Saligney,2118790
Saligny,2255447
Saligny,379397
Saligny-le-Vif,1863765
Saligny-sur-Roudon,456682
Saligos,2089562
Salindres,1789746
Salinelles,1344168
Salins,1480313
Salins,36866
Salins-les-Bains,334116
Salins-les-Thermes,607515
Salives,1795452
Sallagriffon,2271133
Sallanches,384796
Sallaumines,819037
Sallebœuf,1011708
Sallèdes,2797063
Sallèles-Cabardès,2685426
Sallèles-d'Aude,1319355
Sallen,1700211
Sallenelles,535686
Sallenôves,2497762
Sallertaine,1530249
Salles,1250756
Salles,2528767
Salles,1806287
Salles,543297
Salles,431502
Salles-Adour,296521
Salles-Arbuissonnas-en-Beaujolais,230787
Salles-Courbatiès,287926
Salles-Curan,2795502
Salles-d'Angles,1987452
Salles-d'Armagnac,1871515
Salles-d'Aude,1643509
Salles-de-Barbezieux,1270435
Salles-de-Belvès,673362
Salles-de-Villefagnan,357635
Salles-et-Pratviel,1185698
Salles-la-Source,1195497
Salles-Lavalette,59460
Salles-Mongiscard,1872404
Salles-sous-Bois,762705
Salles-sur-Garonne,1347332
Salles-sur-l'Hers,1792474
Salles-sur-Mer,111669
Sallespisse,2019528
Salmagne,871275
Salmaise,813663
Salmbach,946974
Salmiech,1879225
Salomé,1720466
Salon,20789
Salon,144108
Salon-de-Provence,1330356
Salon-la-Tour,1296119
Salonnes,893804
Salornay-sur-Guye,1518756
Salouël,2496673
Salperwick,2651280
Salsein,1674648
Salses-le-Château,1139837
Salsigne,1290706
Salt-en-Donzy,1543158
Salvagnac,1445575
Salvagnac-Cajarc,2173228
Salvezines,612325
Salviac,1026677
Salvizinet,2159066
Salza,703355
Salzuit,1595781
Samadet,1268449
Saman,736488
Samaran,1716235
Samatan,854605
Samazan,835149
Sambin,1139979
Sambourg,43930
Saméon,2037945
Samer,1176628
Samerey,294725
Sames,1987131
Sammarçolles,288468
Sammeron,1816409
Samoëns,2795750
Samognat,134416
Samogneux,1933766
Samois-sur-Seine,886340
Samonac,686113
Samoreau,1963666
Samouillan,1765911
Samoussy,2433889
Sampans,2646085
Sampigny,343420
Sampigny-lès-Maranges,114855
Sampolo,1256349
Sampzon,2063803
Samson,500846
Samsons-Lion,2022024
Samuran,374798
San-Damiano,569141
San-Gavino-d'Ampugnani,449149
San-Gavino-di-Carbini,1678374
San-Gavino-di-Fiumorbo,1227285
San-Gavino-di-Tenda,876155
San-Giovanni-di-Moriani,1050680
San-Giuliano,1548561
San-Lorenzo,1759025
San-Martino-di-Lota,1030269
San-Nicolao,2252707
Sana,1779845
Sanary-sur-Mer,1674926
Sancé,754566
Sancergues,2679146
Sancerre,1600146
Sancey-le-Grand,372937
Sancey-le-Long,1441124
Sancheville,175429
Sanchey,820192
Sancoins,2428117
Sancourt,665605
Sancourt,1218629
Sancourt,2542129
Sancy,1097504
Sancy,1251420
Sancy-les-Cheminots,2547988
Sancy-lès-Provins,1082516
Sand,995536
Sandarville,2884
Sandaucourt,1293777
Sandillon,2424543
Sandouville,2069825
Sandrans,460241
Sangatte,2578501
Sanghen,205460
Sanguinet,932350
Sanilhac,2460793
Sanilhac-Sagriès,1494296
Sannat,2381204
Sannerville,1307654
Sannes,2730341
Sannois,481310
Sanous,2103363
Sanry-lès-Vigy,2509281
Sanry-sur-Nied,1289574
Sans-Vallois,1471387
Sansa,126436
Sansac-de-Marmiesse,1970393
Sansac-Veinazès,2655473
Sansais,487437
Sansan,700820
Sanssac-l'Église,1159201
Sanssat,1210354
Sant'Andréa-d'Orcino,2763142
Sant'Andréa-di-Bozio,2530733
Sant'Andréa-di-Cotone,1887997
Sant'Antonino,960451
Santa-Lucia-di-Mercurio,1634880
Santa-Lucia-di-Moriani,2575466
Santa-Maria-di-Lota,190033
Santa-Maria-Figaniella,1300693
Santa-Maria-Poggio,2379844
Santa-Maria-Siché,1493024
Santa-Reparata-di-Balagna,812798
Santa-Reparata-di-Moriani,2242454
Santans,569101
Santeau,918885
Santec,901156
Santenay,2176875
Santenay,1273381
Santeny,2657750
Santes,2276667
Santeuil,297429
Santeuil,2325905
Santigny,1842346
Santilly,2291719
Santilly,217166
Santo-Pietro-di-Tenda,2224391
Santo-Pietro-di-Venaco,2426061
Santoche,1686264
Santosse,1627795
Santranges,1011738
Sanvensa,1582850
Sanvignes-les-Mines,2009948
Sanxay,2045926
Sanzey,742016
Saon,1248878
Saône,127098
Saonnet,226647
Saorge,554000
Saosnes,2667162
Saou,2762207
Sapignicourt,847333
Sapignies,1280022
Sapogne-et-Feuchères,565424
Sapogne-sur-Marche,1708415
Sapois,2285367
Sapois,1989722
Saponay,384314
Saponcourt,2336318
Saramon,503408
Saran,1571037
Saraz,1120052
Sarbazan,1814165
Sarcé,49379
Sarceaux,599650
